,City,Cloud Cover,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed (MPH)
352,Los Llanos de Aridane,20,ES,1594880654,78,28.66,-17.92,71.99600000000005,5.1
353,Morro Bay,1,US,1594904443,53,35.37,-120.85,75.99199999999999,4.6
354,Krasnaya Gora,100,RU,1594864070,63,53.0,31.6,64.4,2.0
355,Melville,40,US,1594892168,60,40.79,-73.42,75.99199999999999,6.2
356,Leninskoye,3,RU,1594927668,94,47.94,132.62,70.484,2.31
357,Alyangula,2,AU,1594934310,73,-13.85,136.42,68.54000000000002,4.41
358,Rome,90,US,1594892205,83,43.21,-75.46,71.6,2.79
359,Severo-Kuril'sk,84,RU,1594921321,90,50.68,156.12,52.16000000000008,1.35
360,Cuajinicuilapa,53,MX,1594901367,44,16.47,-98.42,93.32600000000009,3.87
361,Jinchang,45,CN,1594936843,50,38.5,102.17,65.49800000000002,1.32
362,Egvekinot,67,RU,1594993059,80,66.32,-179.17,53.67200000000004,1.68
363,Hambantota,100,LK,1594945702,74,6.12,81.12,82.14800000000002,8.67
364,Inuvik,75,CA,0,72,68.35,-133.72,59.0,5.1
365,Nogales,1,MX,1594902641,23,31.31,-110.94,98.00600000000003,3.6
366,Caborca,75,MX,1594902777,42,30.58,-111.1,102.00200000000008,0.45
367,Casa Nova,40,BR,1594890096,65,-9.42,-41.13,77.0,6.7
368,Honiara,20,SB,1594928237,88,-9.43,159.95,73.4,1.0
369,Linhares,78,BR,1594890832,86,-19.39,-40.07,67.01000000000008,2.22
370,Avera,1,US,1594895560,49,33.19,-82.53,93.2,3.1
371,Lebanon,40,US,1594896017,52,36.21,-86.29,93.99199999999999,5.1
372,Narsaq,20,GL,1594879316,36,60.92,-46.05,64.4,3.6
373,Henderson,1,US,1594902932,6,36.04,-114.98,104.0,5.1
374,Danané,98,CI,1594880610,96,7.26,-8.15,68.28800000000004,1.11
375,Horodnya,18,UA,1594864411,82,51.89,31.6,55.97600000000009,1.3
376,Luquillo,20,PR,1594893318,62,18.37,-65.72,87.80000000000001,6.2
377,Nanortalik,51,GL,1594879571,52,60.14,-45.24,51.944000000000074,5.38
378,Chapleau,75,CA,1594893111,47,47.84,-83.4,78.80000000000001,4.1
379,Monte San Giovanni Campano,34,IT,1594871138,84,41.64,13.51,71.00600000000003,1.79
380,Otukpo,100,NG,1594876709,96,7.19,8.13,72.392,2.36
381,Moerai,38,PF,1594917854,68,-22.43,-151.33,69.08000000000004,4.52
382,North Battleford,1,CA,1594897741,47,52.78,-108.28,75.2,2.6
383,Katsuura,75,JP,1594928214,100,35.13,140.3,68.0,0.5
384,Fallon,40,US,1594903290,8,39.47,-118.78,96.00800000000001,1.5
385,Miyako,92,JP,1594927099,86,39.64,141.95,62.99600000000005,0.55
386,Chengde,100,CN,1594932632,79,40.97,117.94,66.47000000000006,0.88
387,Marfino,75,RU,1594861745,93,55.7,37.38,60.998000000000026,4.0
388,‘Āhuimanu,90,US,1594915100,65,21.44,-157.84,82.4,3.6
389,Tarrafal,75,CV,1594883569,69,15.28,-23.77,78.80000000000001,4.6
390,Labuhan,0,ID,1594939454,81,-6.88,112.21,76.04600000000005,3.75
391,Capreol,75,CA,1594892779,69,46.71,-80.92,75.99199999999999,1.5
392,Kananga,0,CD,1594874511,37,-5.9,22.42,74.174,1.72
393,Kawalu,72,ID,1594940461,90,-7.38,108.21,70.25,0.73
394,Severnyy,98,RU,1594863570,59,50.68,36.55,62.6,2.0
395,Ust-Kuyga,1,RU,0,69,70.02,135.6,46.274000000000015,3.19
396,Arraial do Cabo,75,BR,1594891685,64,-22.97,-42.03,69.80000000000001,3.1
397,Belaya Gora,100,RU,0,73,68.53,146.42,45.62600000000009,1.21
398,Katobu,93,ID,1594936795,95,-4.94,122.53,73.86800000000008,1.56
399,Nuuk,20,GL,1594878253,62,64.18,-51.72,59.0,2.6
400,General Roca,75,AR,1594899896,70,-39.03,-67.58,48.2,3.36
401,Takoradze,91,GH,1594879303,87,4.88,-1.76,74.51600000000002,3.04
402,Souillac,40,MU,1594953920,77,-20.52,57.52,69.80000000000001,3.6
403,Tres Arroyos,0,AR,1594898041,66,-38.37,-60.28,50.37800000000007,3.12
404,Mabaruma,100,GY,1594892913,79,8.2,-59.78,82.31000000000009,2.41
405,Atasū,0,KZ,1594942134,47,48.68,71.64,70.07000000000006,6.7
406,São Gabriel da Cachoeira,98,BR,1594895454,80,-0.13,-67.09,80.49199999999999,1.02
407,Nago,75,JP,1594932313,94,26.59,127.98,80.6,2.6
408,Kommunisticheskiy,93,RU,1594938808,91,61.68,64.48,68.50400000000005,4.19
409,Porto-Novo,20,BJ,1594878103,88,6.5,2.6,77.0,3.1
410,Poso,22,ID,1594936893,80,-1.4,120.75,74.984,1.02
411,Karlshamn,2,SE,1594866973,87,56.17,14.86,62.99600000000005,2.6
412,Madera,0,US,1594903921,25,37.17,-119.83,98.99600000000005,0.89
413,Asău,0,RO,1594867068,89,46.43,26.4,59.0,2.38
414,Nayoro,42,JP,1594926098,91,44.35,142.46,60.17000000000006,1.6
415,Honningsvåg,84,NO,0,82,70.98,25.97,55.400000000000006,0.5
416,Pisco,90,PE,1594898932,87,-13.7,-76.22,62.00600000000003,1.5
417,Adrar,17,MR,1594879729,26,20.5,-10.07,92.94800000000004,6.48
418,Trairi,0,BR,1594889071,72,-3.28,-39.27,79.19600000000005,4.72
419,Caiapônia,0,BR,1594893399,27,-16.96,-51.81,75.03800000000004,2.56
420,Turan,20,VN,1594938223,88,16.07,108.22,77.0,1.0
421,Vila,45,PT,1594876269,39,42.03,-8.16,87.00800000000001,5.1
422,Cayenne,100,GF,1594891436,70,4.93,-52.33,86.0,1.5
423,Tabuk,83,PH,1594934909,88,17.42,121.44,74.04800000000003,1.7
424,Murgab,40,TM,1594946658,37,37.5,61.97,86.0,5.1
425,Eravur,100,LK,1594945428,67,7.77,81.61,81.51800000000009,3.16
426,Jalu,0,LY,1594871131,39,29.03,21.55,84.14600000000004,6.19
427,Norden,20,DE,1594869738,67,53.6,7.2,62.00600000000003,2.1
428,Phalombe,22,MW,1594872294,82,-15.81,35.65,53.024000000000015,2.95
429,Zhangjiakou Shi Xuanhua Qu,100,CN,1594933392,79,40.61,115.04,71.25800000000001,1.37
430,Oranjestad,20,AW,1594894952,62,12.52,-70.03,87.80000000000001,10.3
431,College,75,US,1594900685,67,64.86,-147.8,62.6,0.64
432,Obuasi,89,GH,1594879153,89,6.21,-1.66,72.03200000000001,0.85
433,Atar,23,MR,1594880442,18,20.52,-13.05,94.74800000000002,3.25
434,Salalah,75,OM,1594951119,94,17.02,54.09,82.4,3.1
435,Te Anau,42,NZ,1594930936,94,-45.42,167.72,30.77600000000009,0.46
436,Arman',100,RU,1594919364,92,59.7,150.17,52.898000000000025,1.96
437,Buin,100,CL,1594899881,66,-33.73,-70.75,51.8,0.38
438,Maningrida,1,AU,1594934653,89,-12.07,134.27,60.42200000000004,3.28
439,Badou,100,TG,1594878479,86,7.58,0.6,71.34800000000003,0.69
440,Port-Gentil,75,GA,1594877299,83,-0.72,8.78,77.0,5.32
441,Paamiut,17,GL,1594879503,80,61.99,-49.67,45.320000000000064,9.21
442,Kushima,96,JP,1594930911,93,31.46,131.23,71.65400000000005,1.29
443,Roald,75,NO,1594865670,77,62.58,6.13,62.00600000000003,2.6
444,Aras,20,ES,1594874776,64,42.56,-2.36,68.0,2.6
445,Novobirilyussy,86,RU,1594934940,95,56.95,90.67,56.983999999999995,3.15
446,Puerto Colombia,40,CO,1594896284,70,10.99,-74.95,87.80000000000001,4.6
447,Drayton Valley,100,CA,1594899214,54,53.22,-114.99,73.00400000000005,3.13
448,Tual,18,ID,1594934411,82,-5.67,132.75,78.76400000000004,8.73
449,Ko Samui,100,TH,1594940859,74,9.54,99.94,83.67800000000007,2.73
450,Paita,4,PE,1594899282,74,-5.09,-81.11,66.63200000000002,6.92
451,Mora,100,CM,1594874893,81,11.05,14.14,75.83000000000004,1.55
452,Lødingen,100,NO,0,82,68.41,16.0,60.998000000000026,0.18
453,Sainte-Anne-des-Monts,99,CA,1594888734,41,49.12,-66.49,69.65600000000003,1.48
454,Gua,98,IN,1594943051,93,22.2,85.38,75.2,1.42
455,Jalingo,99,NG,1594875769,87,8.88,11.37,75.36200000000005,1.52
456,Acapulco de Juárez,40,MX,1594901679,70,16.86,-99.89,89.6,2.1
457,Kentau,16,KZ,1594944023,27,43.52,68.51,82.83200000000002,7.27
458,Naze,75,JP,1594931734,94,28.37,129.48,78.80000000000001,5.7
459,Tshikapa,0,CD,1594874949,35,-6.42,20.8,75.34400000000008,0.88
460,Polunochnoye,97,RU,1594940284,99,60.87,60.42,64.14800000000002,2.93
461,Abrau-Dyurso,40,RU,1594864757,68,44.69,37.59,69.80000000000001,4.0
462,Vilhena,0,BR,1594894981,29,-12.74,-60.15,87.80000000000001,3.1
463,Nioro,98,GM,1594881839,88,13.35,-15.75,77.0,3.68
464,Ilulissat,95,GL,0,68,69.22,-51.1,44.38399999999999,1.25
465,Urusha,51,RU,1594928276,75,54.05,122.9,65.94800000000004,1.48
466,Raudeberg,75,NO,1594866327,77,61.99,5.14,62.6,8.2
467,Lamont,0,US,1594903994,29,35.26,-118.91,95.0,0.89
468,Ternate,0,ID,1594935092,78,0.8,127.4,79.484,1.65
469,Mombasa,42,KE,1594870199,67,-4.05,39.66,75.50600000000003,8.16
470,Castellarano,1,IT,1594871245,65,44.51,10.73,78.99800000000002,0.45
471,Upernavik,14,GL,0,80,72.79,-56.15,45.42800000000007,2.86
472,Uyemskiy,75,RU,1594855708,93,64.47,40.85,53.6,2.0
473,Winslow,90,US,1594902058,23,35.02,-110.7,87.80000000000001,6.7
474,Mount Isa,0,AU,1594934270,32,-20.73,139.5,53.6,2.6
475,Kamuli,100,UG,1594871301,93,0.95,33.12,64.09400000000008,0.57
476,Chipata,0,ZM,1594872798,73,-13.63,32.65,49.46000000000008,3.56
477,Mt. Pleasant,20,US,1594894975,70,32.79,-79.86,91.99400000000009,4.2
478,Tambacounda,90,SN,1594881322,88,13.75,-13.76,78.80000000000001,5.1
479,Panalingaan,88,PH,1594936736,79,8.78,117.42,79.32200000000003,2.18
480,Igarka,0,RU,1594926744,91,67.47,86.58,45.518000000000086,7.08
481,Billings Metropolitan Area,1,US,1594899609,22,45.78,-108.5,87.99800000000002,2.1
482,Kruisfontein,35,ZA,1594877010,55,-34.0,24.73,47.80400000000005,1.69
483,Thinadhoo,71,MV,1594948191,67,0.53,72.93,84.36200000000005,1.73
484,Dutse,77,NG,1594875975,67,11.76,9.34,79.97000000000006,4.41
485,Bitung,40,ID,1594935565,100,1.45,125.18,73.4,1.0
486,Shelburne,75,CA,1594893170,74,44.08,-80.2,78.80000000000001,3.6
487,Pag,2,HR,1594870217,82,44.45,15.06,68.0,2.1
488,Somanda,73,TZ,1594871506,58,-3.37,33.95,66.11000000000008,5.27
489,Khovd,20,MN,1594937494,52,48.01,91.64,58.694000000000074,0.78
490,Saldanha,0,ZA,1594878505,66,-33.01,17.94,51.8,4.52
491,Aliwal North,0,ZA,1594876098,57,-30.69,26.71,38.13800000000005,0.77
492,Bosaso,65,SO,1594866459,36,11.28,49.18,92.37200000000004,9.06
493,Ouégoa,7,NC,1594928247,61,-20.35,164.43,66.41600000000001,2.28
494,Dagda,84,LV,1594863954,86,56.1,27.54,55.184,1.21
495,Lima,90,PE,1594898964,72,-12.04,-77.03,62.6,3.6
496,Turbat,27,PK,1594947975,69,26.0,63.04,84.90200000000007,0.6
497,Beringovskiy,93,RU,1594910229,78,63.05,179.32,52.64600000000005,2.12
498,Dombarovskiy,0,RU,1594944497,39,50.76,59.54,75.92000000000007,5.19
499,Poopó,0,BO,1594897181,27,-18.37,-66.97,55.400000000000006,2.53
500,Awjilah,0,LY,1594871183,41,29.11,21.29,83.10200000000009,5.51
501,Samarinda,79,ID,1594937673,98,-0.5,117.15,71.76200000000006,0.3
502,Pasni,99,PK,1594947960,82,25.26,63.47,84.86600000000001,1.96
503,Bud,90,US,1594895466,78,39.45,-86.18,75.2,2.69
504,Sitka,75,US,1594902702,77,57.05,-135.33,59.0,4.6
505,Ust'-Omchug,100,RU,1594918673,86,61.15,149.63,55.04000000000002,3.97
506,Saint-Louis,100,SN,1594881356,48,16.33,-15.0,88.91600000000001,8.32
507,Oktyabr'skoye,0,RU,1594863369,73,43.06,44.74,69.80000000000001,4.0
508,Ushtobe,0,KZ,1594941396,29,45.25,77.98,75.23600000000008,3.13
509,Moreira Sales,69,BR,1594894440,79,-24.06,-53.01,62.690000000000026,3.36
510,Arlit,49,NE,1594875728,21,18.74,7.39,96.40400000000005,6.04
511,Farafangana,38,MG,1594870105,77,-22.82,47.83,64.5260000000001,5.36
512,Ulladulla,91,AU,1594933402,68,-35.35,150.47,53.00600000000003,2.24
513,Chupa,0,RU,1594855355,67,66.27,33.05,49.13600000000007,1.69
514,Blagaj,0,BA,1594869777,49,43.26,17.89,73.4,1.0
515,Messina,20,IT,1594871249,78,38.19,15.55,77.0,1.0
516,Guozhen,15,CN,1594936235,78,34.37,107.36,69.47600000000008,1.03
517,Visp,78,CH,1594871547,85,46.29,7.88,46.99400000000007,2.39
518,Bridlington,91,GB,1594871353,77,54.08,-0.19,66.2,4.1
519,Kiunga,97,PG,1594932403,96,-6.12,141.29,73.09400000000008,1.37
520,Gamba,100,GA,1594877187,92,-2.65,10.0,71.07800000000006,1.79
521,Honolulu,75,US,1594915119,58,21.31,-157.86,82.4,4.6
522,Lüderitz,0,NA,1594878378,22,-26.65,15.16,68.0,3.1
523,Lapi,100,PH,1594934768,87,17.72,121.9,76.26200000000006,1.9
524,Seddon,90,AU,1594935101,100,-37.81,144.89,42.008,1.5
525,Chake Chake,91,TZ,1594870286,68,-5.25,39.77,76.26200000000006,7.36
526,Cadillac,40,US,1594894384,42,44.25,-85.4,82.99400000000009,2.6
527,La Brea,67,HN,1594898447,57,15.8,-85.97,88.53800000000004,4.21
528,Linguère,96,SN,1594881481,47,15.4,-15.12,91.67000000000007,2.88
529,Sørland,40,NO,1594856870,87,67.67,12.69,57.2,3.6
530,Hauterive,75,FR,1594872655,72,46.09,3.45,66.2,2.1
531,Scarborough,91,GB,1594871335,79,54.28,-0.4,66.00200000000008,0.45
532,Inongo,84,CD,1594875136,80,-1.95,18.27,71.72600000000008,0.79
533,Anadyr,90,RU,1594909153,100,64.75,177.48,48.2,1.0
534,Henties Bay,0,NA,1594878080,12,-22.12,14.28,73.00400000000005,1.5
535,Marsá Maţrūḩ,0,EG,1594869456,76,31.35,27.25,75.97400000000002,6.51
536,Malakal,97,SS,1594870836,89,9.53,31.66,73.59800000000003,1.25
537,Sinegor'ye,73,RU,1594917869,72,62.08,150.48,61.16000000000008,0.86
538,Korla,1,CN,1594940122,76,41.76,86.15,77.0,2.24
539,Wajid,100,SO,1594868601,64,3.81,43.25,73.38200000000002,10.54
540,Moranbah,0,AU,1594932354,60,-22.0,148.05,44.40200000000008,4.17
541,Cortes,59,ES,1594874672,59,41.94,-1.44,71.6,9.3
542,San Jose,5,US,1594904388,41,37.34,-121.89,82.00400000000005,2.6
543,Dāmghān,46,IR,1594948695,48,36.17,54.35,74.51600000000002,2.66
544,Bozovici,24,RO,1594868448,64,44.94,22.0,68.0,1.5
545,Minsk,100,BY,1594864745,87,53.9,27.57,55.400000000000006,2.0
546,Nishihara,75,JP,1594932416,94,26.18,127.76,82.4,2.6
547,Opunake,100,NZ,1594928407,97,-39.46,173.86,48.992,0.45
548,Manokwari,1,ID,1594933644,70,-0.87,134.08,78.99800000000002,1.98
549,Tricase,40,IT,1594870280,88,39.93,18.36,73.99400000000009,2.1
550,Jutaí,41,BR,1594896360,49,-5.18,-68.9,89.02400000000002,1.49
551,Ponta Delgada,75,PT,1594881221,77,37.73,-25.67,69.80000000000001,4.1
552,Sangar,100,RU,1594921975,55,63.92,127.47,65.96600000000001,2.98
553,Abu Samrah,0,SY,1594866509,67,35.3,37.18,71.54600000000005,5.26
554,Pozo Colorado,42,PY,1594895766,61,-23.49,-58.8,78.7100000000001,1.32
555,Birnin Kebbi,62,NG,1594877140,75,12.45,4.2,79.934,5.43
556,Ambilobe,26,MG,1594868820,84,-13.2,49.05,68.52200000000005,1.08
557,Oriximiná,33,BR,1594892914,57,-1.77,-55.87,87.27800000000008,2.35
558,Champerico,40,GT,1594900028,55,14.3,-91.92,91.4,4.1
559,Moundou,100,TD,1594874669,92,8.57,16.08,72.30200000000008,0.95
560,Khorinsk,3,RU,1594932026,77,52.17,109.77,48.92000000000006,3.72
561,Yamethin,100,MM,1594940660,83,20.43,96.15,76.06400000000004,3.57
562,Comodoro Rivadavia,90,AR,1594901094,93,-45.87,-67.5,39.2,1.7
