,City,Cloud Cover,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed (MPH)
351,Thabazimbi,0,ZA,1594961586,61,-24.59,27.41,39.41600000000001,0.06
352,Ternate,2,ID,1594935092,68,0.8,127.4,83.75,1.24
353,Belyye Berega,13,RU,1594949748,96,53.21,34.66,50.0,1.58
354,Luganville,90,VU,1594927097,78,-15.53,167.17,80.6,2.6
355,Los Llanos de Aridane,20,ES,1594967086,77,28.66,-17.92,69.80000000000001,4.1
356,Tyukhtet,15,RU,1594935436,78,56.54,89.3,61.196000000000055,3.47
357,Bayir,0,TR,1594954798,52,37.27,28.22,68.0,2.1
358,Wajir,100,KE,1594955967,63,1.75,40.06,70.66400000000004,4.45
359,Roebourne,0,AU,1594939643,34,-20.78,117.13,74.3180000000001,1.99
360,Safonovo,56,RU,1594949438,95,55.15,33.22,49.98200000000001,1.29
361,Vanimo,22,PG,1594932079,73,-2.67,141.3,83.96600000000001,1.1
362,Hove,100,GB,1594958820,78,50.83,-0.17,64.99400000000009,0.89
363,Paita,9,PE,1594899282,84,-5.09,-81.11,62.51000000000008,5.02
364,Guantánamo,75,CU,1594895406,74,20.14,-75.21,86.0,4.6
365,Kalabo,0,ZM,1594961716,75,-14.97,22.68,48.434,3.37
366,Kampong Thom,24,KH,1594939361,77,12.71,104.89,84.56000000000009,3.79
367,Alekseyevsk,3,RU,1594930311,43,57.84,108.35,64.09400000000008,4.84
368,Senanga,0,ZM,1594961689,68,-16.12,23.27,46.65200000000008,2.92
369,Havøysund,100,NO,0,76,71.0,24.66,55.400000000000006,1.5
370,Rocha,0,UY,1594896045,92,-34.48,-54.33,43.43000000000004,2.43
371,Yenagoa,100,NG,1594963784,96,4.92,6.26,71.9600000000001,0.73
372,Port Blair,99,IN,1594942377,83,11.67,92.75,80.924,6.02
373,Singaraja,0,ID,1594938878,58,-8.11,115.09,83.58800000000005,2.35
374,Port-Cartier,75,CA,1594888588,63,50.03,-66.87,62.99600000000005,3.6
375,Sobolevo,58,RU,1594950008,92,54.43,31.9,51.242,2.59
376,Sørland,100,NO,1594943961,85,67.67,12.69,56.21000000000008,5.36
377,Puerto Madero,75,MX,1594900106,83,14.72,-92.42,82.4,2.6
378,Alexandria,0,EG,1594955258,66,31.22,29.96,77.54000000000002,5.62
379,Manaure,0,CO,1594895604,75,11.78,-72.44,81.608,7.28
380,Iringa,5,TZ,1594957900,62,-7.77,35.7,55.400000000000006,5.1
381,Mendoza,10,AR,1594899307,61,-32.89,-68.83,46.4,1.0
382,Kungurtug,84,RU,1594935418,43,50.6,97.52,59.522000000000034,1.58
383,Airai,0,TL,1594936479,61,-8.93,125.41,71.29400000000007,1.59
384,Visby,0,SE,1594952037,93,57.64,18.3,55.99400000000007,2.1
385,San Quintín,0,MX,1594903955,78,30.48,-115.95,68.45,6.34
386,Shizunai-furukawachō,33,JP,1594926515,74,42.33,142.37,65.46200000000006,1.68
387,Salta,1,AR,1594897497,76,-24.79,-65.41,51.8,4.1
388,Arona,20,ES,1594966859,83,28.1,-16.68,75.99199999999999,3.1
389,Rome,90,US,1594892205,83,43.21,-75.46,69.80000000000001,4.6
390,Colomiers,100,FR,1594960132,77,43.62,1.35,66.2,4.6
391,Kalamb,100,IN,1594946138,91,19.05,73.95,72.82400000000001,3.2
392,Urucará,100,BR,1594893440,95,-2.54,-57.76,73.56200000000007,1.06
393,Amapá,93,BR,1594891726,96,1.0,-52.0,71.38399999999999,0.92
394,Nānākuli,20,US,1594915180,62,21.39,-158.15,89.6,5.1
395,Laas,90,IT,1594957256,93,46.62,10.7,51.8,2.6
396,Zhezkazgan,0,KZ,1594943291,33,47.8,67.71,76.85600000000002,7.28
397,Blagoyevo,7,RU,1594941570,90,63.37,47.92,52.71800000000009,2.09
398,Yarkovo,0,RU,1594940419,72,57.4,67.08,74.28200000000001,1.59
399,Rubtsovsk,23,RU,1594939074,56,51.5,81.25,71.834,9.9
400,Izumo,75,JP,1594929986,78,35.37,132.77,77.0,6.7
401,Adrar,64,MR,1594966152,30,20.5,-10.07,86.97200000000004,3.42
402,Caravelas,29,BR,1594890461,75,-17.71,-39.25,71.31200000000007,3.71
403,Río Gallegos,90,AR,1594902834,92,-51.62,-69.22,17.6,0.5
404,Chara,100,RU,1594928327,72,56.91,118.26,62.63600000000007,2.77
405,Noumea,0,NC,1594927966,38,-22.28,166.46,77.0,4.6
406,Mabaruma,94,GY,1594892913,96,8.2,-59.78,74.91200000000006,1.28
407,Krutinka,0,RU,1594939918,74,56.01,71.51,69.54800000000003,1.24
408,Shimoda,75,JP,1594928606,94,34.67,138.95,68.0,6.2
409,Pahrump,0,US,1594903146,9,36.21,-115.98,102.00200000000008,3.13
410,Lincoln,71,US,1594897749,75,40.8,-96.67,82.00400000000005,0.45
411,Xam Nua,85,LA,1594938767,58,20.42,104.04,80.924,1.63
412,Altamont,1,US,1594903511,22,42.21,-121.74,89.6,7.7
413,Horsham,100,GB,1594958795,72,51.06,-0.33,66.2,0.5
414,Huarmey,10,PE,1594899043,85,-10.07,-78.15,60.26000000000008,3.27
415,Esperance,75,AU,1594940052,100,-33.87,121.9,57.2,3.6
416,Mollendo,100,PE,1594898253,78,-17.02,-72.01,59.82800000000007,1.18
417,Udachny,40,RU,1594922697,55,66.42,112.4,64.4,4.0
418,Yangi Marg`ilon,100,UZ,1594943827,29,40.43,71.72,78.80000000000001,1.0
419,Hay River,75,CA,1594896140,72,60.82,-115.8,60.8,5.7
420,Pangnirtung,44,CA,1594879318,31,66.15,-65.71,64.00400000000005,1.5
421,Tignère,100,CM,1594962019,96,7.37,12.65,63.608000000000004,0.73
422,Bonthe,100,SL,1594968043,80,7.53,-12.51,76.11800000000008,2.8
423,Thai Binh,20,VN,1594938214,66,20.45,106.33,91.4,4.6
424,Kamenka,74,RU,1594948368,79,51.32,42.77,55.004000000000055,0.66
425,Nishihara,75,JP,1594932416,94,26.18,127.76,78.80000000000001,4.6
426,Rapid Valley,1,US,1594898685,34,44.06,-103.15,84.2,4.6
427,Vostok,0,RU,1594927221,50,46.49,135.88,79.52000000000007,2.23
428,Beibei,90,CN,1594937081,100,29.83,106.43,75.99199999999999,2.0
429,São João da Barra,91,BR,1594891305,71,-21.64,-41.05,67.892,2.25
430,Chul'man,0,RU,1594926754,44,56.85,124.91,81.12200000000004,3.03
431,Port Lincoln,0,AU,1594936818,48,-34.73,135.87,61.268000000000086,6.22
432,Nehe,62,CN,1594929408,35,48.48,124.83,93.68600000000006,6.86
433,Makkah al Mukarramah,1,SA,1594954071,34,21.43,39.83,80.56400000000004,2.89
434,Juegang,100,CN,1594933205,89,32.32,121.19,73.00400000000005,5.63
435,Singkang,20,MY,1594940876,83,2.1,102.8,80.6,1.0
436,Ruteng,0,ID,1594937634,69,-8.61,120.47,72.55400000000006,0.75
437,Iracoubo,99,GF,1594891593,86,5.48,-53.2,78.33200000000002,4.15
438,Piney Green,1,US,1594894088,69,34.72,-77.32,82.4,3.6
439,Samarai,94,PG,1594930578,84,-10.62,150.67,76.24400000000009,7.42
440,Gimbi,100,ET,1594956283,100,9.17,35.83,55.184,0.65
441,Domat,100,CH,1594957509,98,46.83,9.45,51.998000000000026,0.45
442,Stephenville,1,US,1594899458,36,32.22,-98.2,93.00200000000008,4.1
443,Kattivākkam,75,IN,1594945208,88,13.22,80.32,80.6,1.5
444,Krasnoyarsk,49,RU,1594934805,77,56.01,92.79,66.2,6.0
445,Jaisalmer,59,IN,1594945974,56,26.91,70.92,91.02200000000005,2.31
446,Takoradze,46,GH,1594965713,90,4.88,-1.76,73.86800000000008,4.07
447,Maragogi,61,BR,1594888639,78,-9.01,-35.22,74.49800000000002,4.42
448,Saint-Estève,75,FR,1594959951,60,42.71,2.84,69.99800000000002,5.7
449,Jinxiang,96,CN,1594935698,67,22.86,115.7,88.12400000000002,5.41
450,Kimbe,99,PG,1594930226,74,-5.55,150.14,85.78399999999999,1.58
451,Belyy Yar,40,RU,1594935995,77,53.6,91.39,64.4,2.0
452,Muros,97,ES,1594962795,61,42.78,-9.06,66.00200000000008,4.02
453,Bustamante,0,MX,1594900745,48,26.53,-100.5,88.05200000000008,7.01
454,Pocrí,99,PA,1594897892,79,8.27,-80.55,77.07200000000003,4.63
455,Hoa Binh,75,VN,1594938413,66,20.81,105.34,89.6,4.1
456,Juba,100,SS,1594957713,94,4.85,31.58,69.72800000000007,1.51
457,Ranong,20,TH,1594941131,94,9.97,98.63,82.4,0.61
458,Rawson,100,AR,1594900025,81,-43.3,-65.1,43.17800000000007,4.24
459,Ampanihy,0,MG,1594957438,84,-24.7,44.75,55.292,3.35
460,Henties Bay,0,NA,1594964466,18,-22.12,14.28,73.99400000000009,0.45
461,Kolda,82,SN,1594968111,96,12.88,-14.95,74.03000000000004,1.55
462,Kuching,20,MY,1594939120,83,1.55,110.33,84.2,1.5
463,Shelburne,90,CA,1594893170,94,44.08,-80.2,71.6,1.5
464,Dubbo,0,AU,1594933425,66,-32.25,148.62,53.6,4.6
465,Tortolì,5,IT,1594958816,64,39.93,9.66,69.80000000000001,5.1
466,Esso,100,RU,1594919000,58,55.93,158.7,68.05400000000006,0.75
467,Laguna,1,US,1594904100,37,38.42,-121.42,87.80000000000001,6.2
468,Gijang,40,KR,1594930860,57,35.24,129.21,77.0,3.1
469,Kinkala,0,CG,1594962606,82,-4.36,14.76,68.342,2.84
470,Pavino,26,RU,1594944665,97,59.11,46.14,55.814000000000036,2.12
471,Inhambane,79,MZ,1594959593,77,-23.86,35.38,64.76000000000008,5.13
472,Segezha,100,RU,1594944533,84,63.74,34.32,49.29800000000003,3.92
473,Makakilo City,20,US,1594915170,62,21.35,-158.09,89.6,5.1
474,Japura,30,ID,1594941209,81,-0.32,102.35,80.56400000000004,1.37
475,Umba,0,RU,1594941046,70,66.69,34.34,50.72000000000006,0.91
476,Bay-Khaak,77,RU,1594935985,37,51.17,94.5,62.042,0.99
477,Ribas do Rio Pardo,2,BR,1594894227,45,-20.44,-53.76,69.89000000000001,1.98
478,Margate,98,GB,1594958291,75,51.38,1.39,64.99400000000009,0.45
479,Pasir Gudang,40,MY,1594940676,79,1.46,103.88,84.2,1.0
480,Vyazemskiy,20,RU,1594927251,64,47.54,134.75,83.33600000000007,3.7
481,Kumul,34,CN,1594938174,24,42.8,93.45,83.51600000000002,5.09
482,Kholodnyy,99,RU,1594918022,49,62.72,147.95,67.94600000000005,4.29
483,Itoman,75,JP,1594932444,94,26.12,127.67,78.80000000000001,4.6
484,Oranjemund,0,NA,1594964679,29,-28.55,16.43,64.07600000000009,7.4
485,Payo,69,ID,1594941218,86,-3.75,103.64,79.34000000000003,0.57
486,São José da Coroa Grande,71,BR,1594888612,78,-8.9,-35.15,74.93000000000004,4.55
487,Doka,98,SD,1594955872,91,13.52,35.77,70.43000000000004,5.54
488,Verkhnevilyuysk,100,RU,1594924096,75,63.45,120.32,63.41000000000008,2.12
489,Dunedin,2,NZ,1594930359,71,-45.87,170.5,42.008,18.78
490,Quatre Cocos,20,MU,1594953830,77,-20.21,57.76,69.80000000000001,3.1
491,Salalah,75,OM,1594951119,88,17.02,54.09,82.4,2.6
492,Coyhaique,90,CL,1594902132,91,-45.58,-72.07,32.0,2.1
493,Khombole,97,SN,1594968342,83,14.77,-16.7,77.0,2.6
494,Usinsk,100,RU,1594936544,68,65.99,57.53,52.39400000000008,5.45
495,Moussoro,100,TD,1594960488,66,13.64,16.49,80.56400000000004,5.88
496,Daru,90,PG,1594932221,80,-9.08,143.21,77.77400000000002,6.73
497,Misratah,0,LY,1594958671,81,32.38,15.09,77.18000000000004,3.1
498,Susa,0,IR,1594950738,23,32.19,48.24,85.85600000000002,4.59
499,Nyurba,100,RU,1594924712,93,63.28,118.33,57.02000000000007,2.45
500,Hosdurga,98,IN,1594946117,82,13.8,76.29,73.20200000000008,5.98
501,Bāwal,0,IN,1594944471,4,28.08,76.58,87.00800000000001,5.66
502,Wagga Wagga,0,AU,1594934114,81,-35.12,147.37,53.99600000000005,3.6
503,San Jose,1,US,1594904388,53,37.34,-121.89,75.00200000000008,6.7
504,Oga,75,IT,1594957376,100,46.46,10.35,51.8,0.5
505,Dawson Creek,40,CA,1594899586,46,55.77,-120.24,71.6,8.7
506,Maceió,20,BR,1594888827,78,-9.67,-35.74,73.4,2.1
507,Kautokeino,89,NO,0,78,69.01,23.04,54.266000000000005,1.03
508,Dalvik,90,IS,1594954880,87,65.97,-18.53,48.2,9.8
509,Ust-Kuyga,1,RU,0,50,70.02,135.6,57.21800000000009,5.17
510,Soc Trang,20,VN,1594939403,88,9.6,105.98,82.4,2.6
511,Beni Suef,0,EG,1594955265,78,29.07,31.1,67.85600000000002,3.59
512,Tommot,0,RU,1594925478,49,58.96,126.29,86.63000000000005,0.54
513,Kemisē,99,ET,1594955163,61,10.72,39.87,69.20600000000003,2.48
514,North Bend,90,US,1594903875,87,43.41,-124.22,62.99600000000005,8.2
515,Alamogordo,1,US,1594901226,19,32.9,-105.96,96.8,7.2
516,Solapur,100,IN,1594945810,89,17.68,75.92,72.95,3.64
517,Sarab,0,IR,1594950555,60,38.61,44.99,71.11400000000003,0.43
518,Assiut,0,EG,1594955482,56,27.18,31.18,72.10400000000006,4.2
519,Rexburg,1,US,1594900807,23,43.83,-111.79,84.2,4.6
520,Meschede,100,DE,1594956645,95,51.35,8.28,57.992,0.48
521,Lorengau,48,PG,1594930585,60,-2.02,147.27,86.39600000000004,0.93
522,Pangai,75,TO,1595009486,74,-19.8,-174.35,80.6,6.2
523,Basco,100,PH,1594934460,82,20.45,121.97,85.11800000000008,6.42
524,Baruun-Urt,100,MN,1594932606,77,46.68,113.28,65.10200000000009,5.08
525,Mgandu,64,TZ,1594958106,69,-5.95,34.13,49.964000000000034,4.54
526,Kokopo,45,PG,1594929605,77,-4.35,152.26,82.61600000000001,0.95
527,Traverse City,20,US,1594894332,73,44.76,-85.62,73.4,1.5
528,Ahipara,100,NZ,1594927931,92,-35.17,173.17,59.18000000000004,4.72
529,Três Passos,97,BR,1594895051,93,-27.46,-53.93,59.0,0.89
530,San Pedro de Macorís,75,DO,1594894168,88,18.46,-69.3,78.80000000000001,3.1
531,Ventspils,57,LV,1594951361,100,57.39,21.56,51.8,1.77
532,Coatesville,40,US,1594892887,83,39.98,-75.82,71.99600000000005,3.6
533,Rūdsar,0,IR,1594949519,73,37.14,50.29,75.2,1.0
534,Tygda,19,RU,1594927756,48,53.12,126.33,84.90200000000007,3.27
535,Nelson Bay,90,AU,1594932640,82,-32.72,152.15,57.2,7.7
536,Rodolfo Sánchez Taboada,1,MX,1594903937,78,31.72,-116.57,69.99800000000002,0.89
537,Mayo,1,US,1594893238,74,38.89,-76.51,80.00600000000003,4.6
538,Esim,37,GH,1594965829,91,4.87,-2.24,73.76000000000008,2.97
539,Newark,75,US,1594892357,68,40.74,-74.17,71.6,3.6
540,Bilibino,97,RU,0,77,68.05,166.44,53.11400000000003,1.35
541,Tarakan,83,ID,1594937204,78,3.3,117.63,79.28600000000007,1.29
542,Hurricane,1,US,1594902349,10,37.18,-113.29,102.2,5.7
543,Oranjestad,20,AW,1594894952,83,12.52,-70.03,82.4,8.2
544,Lubango,0,AO,1594963916,47,-14.92,13.49,47.87600000000009,4.5
